element_id,flow_rate,head,kin_viscosity,mask_viscosity,mask_coverage,mask_total
56,23.32221920572918,61.39358086706667,0.7380892255626391,True,True,True
57,4.369113173796905,18.009953514627973,1.9095864111760417,True,True,True
58,52.65616027001697,59.36029328912118,0.5617023454482847,True,True,True
59,12.757849827999236,536.8379979824065,0.1904744358439889,True,False,False
60,0.7384541992045326,47.473704095170746,0.0001162711167766,True,False,False
61,67.30015131481163,50.45609222363537,2.459530670570305,True,True,True
62,1.6321150576818757,388.32843812725935,250.34017864755384,False,False,False
63,3.802270697679868,11.907440892998078,0.5646336024118095,True,True,True
64,1.040417000082792,70.27151719711497,4.574038654919086e-07,True,False,False
65,1.6158022672536794,13.387379769755263,94.85279646434036,False,True,False
66,10.340948818744309,19.33503517960098,6.542488749680179,True,True,True
67,49.477569499242,66.09574769808238,0.570182203399475,True,True,True
68,13.448520143737763,74.6296621389598,10.475727913064288,False,True,False
69,37.99007890169485,25.090906025938484,2.035716161218477,True,True,True
70,40.333069123898525,74.72086358216237,0.8398703176296455,True,True,True
71,312.000375876265,39.52365024373388,180.61750979503452,False,True,False
72,1.7775607080054638,3506.214072962022,1.946157175088939e-07,True,False,False
73,27.96593105859527,12.584850122707698,1.960497762428148,True,True,True
74,1.950248298854591,61.25119942746638,409.6103490605747,False,False,False
75,20.761426108542764,32.59911961230156,0.7808948785992251,True,True,True
76,115.53818397010572,21.31822439767826,1.1458087981899527,True,True,True
77,396.4393028105326,4.30314999426501,0.9383103670719828,True,False,False
78,3981.053640729333,7.1610542342367856,3.457915161983918,True,False,False
79,33.764142643113686,32.68730849241051,0.0002494520136919,True,True,True
80,2.681507947672969,49.26021695801464,8.486233634542097e-07,True,True,True
81,34.02345631357952,17.885515599841685,0.7730510532069412,True,True,True
82,11.36619075501928,59.50086244384914,0.9304559832487213,True,True,True
83,15.244626403760192,45.58508152480826,19.16425353647026,False,True,False
84,7.92105250996517,63.043577209800745,1.3593468830705294e-06,True,True,True
85,25.872395633398625,22.92964959643188,2.988934543535001,True,True,True
86,6.539343365128235,31.69819022943572,1.269680321386175,True,True,True
87,23.310321665551484,39.81621790485139,12.23723449307346,False,True,False
88,155.63393362537786,49.17564394984487,1.392015182774929,True,True,True
89,48.77408853986291,17.495537849833273,0.91160405449607,True,True,True
90,146.5168320814484,27.00639135737833,24.62569669855237,False,True,False
91,10.095083000564212,42.76086340991103,0.5652901438611048,True,True,True
92,1.1849466258543806,37.42329343587063,10.742429655533728,False,False,False
93,2.035146876468521,67.84420738433839,0.4723332539996996,True,False,False
94,52.09617223712434,39.320925236143545,954.3797888744544,False,True,False
95,1.3307737536684603,29.14314757159336,0.5350416293535187,True,False,False
96,23.575791967838363,61.98946505655251,1.1560060032174169,True,True,True
97,211.85030877610257,28.40638557200125,0.3474706484201459,True,True,True
98,3.737543984748352,20.224617775918496,0.3315918863084571,True,True,True
99,2136.379859542666,5.225394380752944,4.147196832770569,True,False,False
100,18.37699347885621,38.73499242239652,7.71452861191321,True,True,True
101,103.88941849799536,42.89780721809853,0.000366068423397,True,True,True
102,1.889502342341977,15.282879909690015,239.70260526145756,False,False,False
103,8.332647738521507,74.88984595847992,1.990571618389174,True,True,True
104,90.63864866958198,19.26878427840545,1.007532104353536,True,True,True
105,177.49591787242468,30.36487777297157,0.6769004936166741,True,True,True
106,36.05321080080914,23.34422550230527,1.515493882458669,True,True,True
107,13.180255432804708,25.541958535740463,20.66430793841087,False,True,False
108,19.37469210339988,16.506729553465334,0.1988316023906555,True,True,True
109,14.210606852979556,47.32920426713888,0.60782265143483,True,True,True
110,13.24114272833256,28.769958196419207,1.1363060416139934,True,True,True
111,388.781575004924,28.485636888290458,259.6665782049272,False,True,False
112,37.479634620881896,3.3534738901633694,1.001820866669821,True,True,True
113,8.531798973329739,14.18535988807759,169.47130993851803,False,True,False
114,0.6866894530184221,16.63790252977968,0.5246090286462903,True,False,False
115,1.768468308406027,55.54788439724602,1.4384323689713263,True,False,False
116,9.701280731727062,37.00494242420789,0.1729153875426061,True,True,True
117,26.503676187508145,209.4374932566385,3959.8491292216113,False,False,False
118,3.443613122534537,47.65841974860065,1.371157310535189,True,True,True
119,5.232837584096418,27.53358715932632,0.7559891577977732,True,True,True
120,16.580889665045394,13.96898945608042,244.6661187497951,False,True,False
121,22.994059202518017,22.747509812555972,136.33962593254537,False,True,False
122,1.589556914928556,30.030672303406885,1.4613629322857573,True,False,False
123,27.409296718065693,36.071741412048056,2165.92334589489,False,True,False
124,59.90729110950152,33.52392026513377,1.8338720225092528e-06,True,True,True
125,5.195491847913792,31.93861281367581,4.638455213719705,True,True,True
126,200.64576218425813,23.453265257976707,0.3746195439993106,True,True,True
127,3.944883175228142,21.21256478707765,0.1611290117294748,True,True,True
128,71.70347629603086,28.353231868910896,0.3015071504673139,True,True,True
129,197.63071007995117,8.254497971345076,3.8732140957513534,True,True,True
130,23.559339887542155,98.00821086716768,0.1775449984799462,True,True,True
131,844.2768296098982,45.80592341770429,0.0012662719893749,True,False,False
132,4.63808250351671,12.764989446421977,0.3597493745640389,True,True,True
133,6.843445515631439,16.55856511997884,14.579209515508673,False,True,False
134,20.825717838629217,43.52881554867945,12.66135264007155,False,True,False
135,2644.0331279277457,34.53138486049825,1.0784156758478236,True,False,False
136,24.41844770615647,12.937300479110828,150.4858538189658,False,True,False
137,2.734792669371083,13.40382604173142,0.1585416672901831,True,True,True
138,58.26714550210559,76.00783823628993,1.5250169954249522,True,True,True
139,2.884004383691674,54.55539842384526,0.1253522733370391,True,True,True
140,10.872195209177782,37.55089693104128,0.3087090137834898,True,True,True
141,2.827882505618376,94.54050838616124,0.9392841996457424,True,False,False
142,44.38891886100444,49.08649398092767,2.584829779027058,True,True,True
143,108.78072798516052,20.119768256721247,0.3918688287747958,True,True,True
144,192.49282510721375,52.324281194722566,1.2687334828038517,True,True,True
145,6.319059610563303,17.579224201318464,3.186118917493837,True,True,True
146,200.39765477227888,104.3290431762404,0.1136362865763655,True,True,True
147,247.92569501470763,14.06062844035302,0.0002071740541738,True,True,True
148,2.6812160229669093,81.02432925792141,1.279267972715881,True,False,False
149,21.64782802267064,2972.4657992895327,7.174161415163705e-05,True,False,False
150,2.656731362137928,345.1042771725332,0.1969009661906828,True,False,False
151,0.9548652570711152,47.60085783962968,5.692720035027107e-06,True,False,False
152,2.446580982164418,104.33724511172444,0.881797737314733,True,False,False
153,423.8086244907534,379.02989460527857,8.255597289732591e-06,True,False,False
154,14.317147037661703,29.58148019115753,4.76994269321454,True,True,True
155,0.6070842847194198,51.14483874927636,2.9192538390535776,True,False,False
156,73.09464903210663,47.82286775466724,0.6459291277504579,True,True,True
157,9.975011489736923,30.816965745575786,14.93559897829124,False,True,False
158,25.24795803472889,20.133666864136377,0.1887795989601708,True,True,True
159,119.8052497304832,16.704652115624306,112.01640043646005,False,True,False
160,20.825170794298625,38.24645374560339,0.4900962776772652,True,True,True
161,24.533015766425017,11.783162931974722,0.7110502149168254,True,True,True
162,128.1793227420624,86.32884871839074,0.4160011355465283,True,True,True
163,191.8367051600982,85.81892036392597,0.4983398724532367,True,True,True
164,95.12680801578595,63.62661498555799,0.4901022354881476,True,True,True
165,36.77316767123609,95.08680079260026,0.0002873207786943,True,True,True
166,1.3753399494917122,10.535904197056658,2010.1301034388584,False,True,False
167,4.240290914477712,93.2296515100644,0.6092638182065988,True,True,True
168,10.02795167668174,24.19290094692989,7.48239293831591,True,True,True
169,8.564884105875231,121.9663710806843,0.287518367857184,True,True,True
170,6.125547888245013,23.95204589559272,1.0916295111493568e-05,True,True,True
171,319.54436137884954,46.079477815465474,0.248442873813231,True,True,True
172,141.162401136432,111.9556067255843,0.6702541789014722,True,True,True
173,269.4903811854377,33.401700132520034,43.41489271494508,False,True,False
174,162.54803002495626,34.76314733110489,0.2013620179324558,True,True,True
175,2.963744775432417,11.32631764329311,1.7430071735761956,True,True,True
176,203.87981871346383,13.625555511935522,47.29295289951629,False,False,False
177,16.267375723069634,16.63443088293303,1.3224208347873685,True,True,True
178,8.361133273688404,35.97810821223415,1.264631742927372,True,True,True
179,18.62842319803826,53.84061422619414,1.540850998349043,True,True,True
180,1.224322065328907,15.0535134944965,0.0791928748721712,True,False,False
181,29.25089034760066,20.67246878348044,0.2458037368642429,True,True,True
182,11.48124228398312,27.15121541227054,7.76106127706814e-07,True,True,True
183,12.05922261664388,137.64972908101703,0.2632630636597395,True,True,True
184,13.818092470754571,75.90164986179349,1.56920068656503,True,True,True
185,141.4050312278624,13.291190967411689,0.3891355536873946,True,True,True
186,2.3872272972523767,138.02977540917877,2.7032529988110348,True,False,False
187,23.128548815468317,16.599721486012783,22.035438834109257,False,True,False
188,2386.710677346587,32.84351250379296,0.6240701038918802,True,False,False
189,7.902583942453179,78.14045748040809,0.1542297859679807,True,True,True
190,75.89205563275182,142.53374759300576,0.4927480281828623,True,False,False
191,2559.387108205678,1964.09632327571,1.2647320840750154,True,False,False
192,155.156290074982,35.43082037327196,0.8843702744148947,True,True,True
193,31.898634326319648,52.87472767228304,3.1466943546438e-05,True,True,True
194,26.81013547305397,31.655089271124183,0.8758954086206747,True,True,True
195,8.185062377622954,56.35895038016162,0.7451093693195062,True,True,True
196,1.723121038011741,30.628977530005358,0.509016491446725,True,False,False
197,28.983606778783127,17.999873865443366,1.459008997664544,True,True,True
198,2.3464117679921808,62.502995947962845,2.5680061043289443e-06,True,False,False
199,96.7379928711648,11.11656812878982,0.6907525648689717,True,True,True
200,2.118534745290136,11.14297247920259,9.342967739935331e-06,True,True,True
201,37.51736700576108,40.51338823235287,34.56145432823081,False,True,False
202,113.6201782207664,31.277170831466805,1.5972507306531525,True,True,True
203,70.5607477885625,63.87004584076922,0.987113767310408,True,True,True
204,21.73394800606633,145.72959714975372,0.2759775401600108,True,False,False
205,7.05224754428909,22.291240556223663,1041.715301121616,False,True,False
206,70.50085705267533,40.35174243939768,0.4443876679927404,True,True,True
207,24.937303877010564,25.324622325463608,0.4831230276366277,True,True,True
208,3.4376818035690677,68.15167952204582,0.2621077811001696,True,False,False
209,0.793869709276716,32.37624737848402,0.7026982992659421,True,False,False
210,7.652950564917282,62.76589948316054,72.96663654748359,False,True,False
211,137.0419112827162,18.44725077615669,1.4598894238778393,True,True,True
212,1.3951993722119482,56.19827870844882,3.8668217490339135e-06,True,False,False
213,3.0787864126445896,5296.631137069881,2.37563690030572e-06,True,False,False
214,49.07152832935964,40.087057658969,1.17672815457665,True,True,True
215,1.4586991781079992,20.545632757123265,32.39396345457776,False,False,False
216,5.649620274866238,158.95415425049245,0.4656289277938485,True,False,False
217,68.93029421689677,43.65107815100925,10.203720499575825,False,True,False
218,20.27490744416339,18.013980421808917,0.2946645301710934,True,True,True
219,2.608037243259896,986.5319119355776,5.297868547149323,True,False,False
220,172.187272793033,83.47715162455694,0.8997280141159628,True,True,True
221,43.20766166277727,57.36763385067299,0.4721969269915806,True,True,True
222,44.94076697223573,38.579716449980936,0.2713864452046047,True,True,True
223,2.216612569973309,28.79422651449644,1.5582476919278885,True,True,True
224,39.32537232056932,62.43120237419929,1.82505729435638,True,True,True
225,26.41515329196559,4.545656914930385,0.9482415852830886,True,True,True
226,5.633560585412311,37.554012735284296,0.2338095462566198,True,True,True
227,302.130806924793,17.45696763414878,5.679387012948975,True,True,True
228,0.6091368085091715,13.062990771025564,0.6597077162263446,True,False,False
229,47.3506059536255,57.78629657623492,1.1426727997084614,True,True,True
230,4.112598435089381,23.697446579059907,7.622497024049165,True,True,True
231,55.81791912736074,131.37728357147998,3.185390966680385e-07,True,True,True
232,124.49782850706438,80.2816943247383,2.0303668496931286,True,True,True
233,31.740337846034787,47.56007751689649,29.822207412415803,False,True,False
234,16.111156207996896,53.40323894557995,1.9566405665763824,True,True,True
235,8.7954627221381,29.205353177264488,0.914106318199812,True,True,True
236,19.87007861426257,14.000664101959622,80.33284490767029,False,True,False
237,33.53402890140205,39.96016595772007,1.3694749592172803e-06,True,True,True
238,17.96613274013814,51.84405301969455,8.634748304762661,True,True,True
239,11.817333025723672,63.30086139659666,1.2296233200139826,True,True,True
240,264.2852947820727,134.27350001866694,3.5577115445549305e-07,True,False,False
241,9.053410759125722,51.950462736371485,0.6193711231611362,True,True,True
242,1.870664363140232,14.900443881617583,0.1904818405502485,True,False,False
243,1.4706777001858389,46.895950530461405,1.1421250172570308,True,False,False
244,17.61118787961796,41.40064732586388,0.2138511528416921,True,True,True
245,1214.7795749819436,46.49998683697246,0.8259190709246332,True,False,False
246,8.473263594654094,17.32567206062699,9.83011710564346,True,True,True
247,14.144510393417889,22.34023594012136,2.4234524008918394,True,True,True
248,98.72482911325494,45.10102813723154,1.0515998069460442,True,True,True
249,15.993709689756798,71.4538050995401,1.4783547728296074,True,True,True
250,6.81093311797121,22.405847308391213,209.2596240164169,False,True,False
251,122.52185223658854,30.571266220076215,0.8083194940902192,True,True,True
252,2212.268758171515,67.16287247962414,1.445104725825343,True,False,False
253,422.473363998738,115.5059944268726,0.7380745992547666,True,False,False
254,3.778110011922649,17.065818103672846,0.5564038950277131,True,True,True
255,0.3732567658694833,80.66245401419138,1.4826653374396082,True,False,False
256,3.251678690910257,98.29752148298132,0.7144817068953248,True,False,False
257,2.083908782487031,101.0404206388798,2.781545526740858e-06,True,False,False
258,1859.5440659491471,44.44457962480527,110.63839787252437,False,False,False
259,63.79431618407819,38.784709023497925,0.6985540069509882,True,True,True
260,0.3509734592313152,33.188314772332966,0.7716992848884369,True,False,False
261,167.38771881901584,32.55713060052854,1.0747070760767468,True,True,True
262,13.382404306273532,49.264964997985686,0.2870118629817123,True,True,True
263,12.914870664684388,81.86859882546366,0.4351892479414496,True,True,True
264,73.24872274743888,59.59613861304634,0.9043654205546882,True,True,True
265,78.41258600367199,74.08495463597342,1.005568030528844,True,True,True
266,3.746576696877352,35.64731901844879,3.255952662057206,True,True,True
267,34.09044749014837,34.578541457104656,1.0272338445413558,True,True,True
268,23.532979316184832,96.68893814795533,0.2147769504701954,True,True,True
269,1452.436098153545,16.041378319017053,0.5016150820369173,True,False,False
270,16.122286007359993,137.06155386304604,58.881470761765286,False,True,False
271,44.66701757343526,29.379881034684765,1.096762732485066,True,True,True
272,6.578553338950735,53.14305733278153,0.473312100235629,True,True,True
273,2.1175744553975395,26.922100556608104,1.593090075357458,True,True,True
274,36.25518637371111,56.41551254065646,1.7132563927912308,True,True,True
275,11.701853752683927,33.73569471703612,0.4195965563194106,True,True,True
276,2.1343036704288054,27.604463099705004,0.5661924348470595,True,True,True
277,4282.012930077153,21.130132076269703,0.4825080025336937,True,False,False
278,59.91479504085158,28.832743464703523,0.4819453243564295,True,True,True
279,5.94610819004608,38.019815254229904,0.2367746940775575,True,True,True
280,7.555254286120298,15.764014863621746,0.1262560170166854,True,True,True
281,69.90330033687066,63.71808677797977,0.8318861389710417,True,True,True
282,13.930976068086087,152.7931784372533,121.21093532633532,False,False,False
283,37.76349350877355,20.59786929084996,2.025501164872591,True,True,True
284,32.42931841025361,31.929829760291163,0.5130197783819863,True,True,True
285,0.6306373743689523,15.06806003227449,2.898734013044728e-07,True,False,False
286,13.4998283930622,19.93019911847918,8.121729235244478,True,True,True
287,53.40892761268311,22.80436144804771,1.9666382291118605e-06,True,True,True
288,24.86756761506028,53.507226838014496,2.3626711528577413,True,True,True
289,53.256811850483786,11.67156102172339,5.488303365035064e-07,True,True,True
290,471.78364097383394,28.958771097483968,0.000965337047764,True,False,False
291,14.830127340663092,23.815108142361304,0.5025529124681511,True,True,True
292,3.529494073067993,109.65224132480834,0.2700595429850885,True,False,False
293,2302.256856119021,60.02302340290069,0.3972068569565983,True,False,False
294,22.145767110709667,35.97079303991714,1.1324826602049478,True,True,True
295,8.169111487133437,29.879756306435137,2.51215564303571e-07,True,True,True
296,23.786822776144493,30.4727657101086,0.2843588379528907,True,True,True
297,12.286280747902218,91.48097303286887,1.826726866448832,True,True,True
298,32.554776704348335,30.116750029567317,1.5564093817985571,True,True,True
299,33.5961533282734,40.310710409367445,733.0726382672692,False,True,False
300,0.3462168670686619,40.50203565750154,2.415327705618679,True,False,False
301,12.436673307155685,34.98702236472662,1.369978556111675,True,True,True
302,572.3884987033649,58.62875507788381,1.0356567832563253,True,False,False
303,13.73733867108788,70.45771240973428,0.8764231571532447,True,True,True
304,226.34855993845392,61.66675073615129,3.284803838534218e-06,True,True,True
305,1.0659616916328811,31.23755496527758,47.861027833524126,False,False,False
306,3199.3512693647426,1292.8927571796094,0.5863185654145455,True,False,False
307,21.90173653750844,64.43190998910245,0.8624852529905315,True,True,True
308,5.657326735873912,17.237984117667903,1.8782674417703067,True,True,True
309,90.75544540392325,30.850526992895286,5.9600427571573394e-06,True,True,True
310,10.199246773338276,125.3929992594616,2.292825532861567,True,True,True
311,7.412895159538297,42.65295283920412,2.9681932869497536,True,True,True
312,57.61224318144834,37.007223711828246,0.7202766366236987,True,True,True
313,45.42065442371442,67.0484155961099,14.928621393078172,False,True,False
314,64.83736625668934,92.50494509115244,0.0001093872978026,True,True,True
315,5.3550464996148825,63.03451408023981,50.57819969425073,False,True,False
316,17.643029010593107,44.92811317445256,0.8872386771591131,True,True,True
317,0.9985126957355706,9.71354035028148,1.231422250201844,True,True,True
318,25.546009608913835,47.17737102926359,638.0704077467186,False,True,False
319,70.88812987710556,9.855703426662696,0.9352307131378992,True,True,True
320,46.32533781911976,36.69102851637935,1.5549857263202331,True,True,True
321,10.760251390158396,196.901421376512,0.0001948118796324,True,False,False
322,113.61144023564712,23.389531754355765,1.1842475346134045,True,True,True
323,122.6802049438034,21.388529832051415,2.3030424621512253,True,True,True
324,3.52043971985079,23.899634127454387,3.988297176877592,True,True,True
325,1.515742677974012,21.81848929934239,288.8792490059972,False,False,False
326,19.88788102581675,18.66425282522472,10.220223257223324,False,True,False
327,3.923452775951711,17.88644478658938,0.4867443552233128,True,True,True
328,1.387811245472192,29.072020433956688,89.61481536699351,False,False,False
329,18.35508728863237,13.661425096857908,168.25792194560012,False,True,False
330,0.8757889900261387,40.23027565012615,0.7985311833474642,True,False,False
331,220.6272721442797,112.14521645302652,0.4726389841358221,True,True,True
332,6.115366674910136,22.064101795716244,7.233022763132063,True,True,True
333,13.994785020868118,267.7897327363151,2.461412560041665e-07,True,False,False
334,20.46045054204536,40.15830570839428,30.354867799654397,False,True,False
335,15.433814823635506,3.228893812139596,0.9643828586513598,True,False,False
336,79.20653165065524,39.0205159561274,0.3387028970016443,True,True,True
337,3.8852761217682223,121.40421694076636,1.4336992979402357,True,False,False
338,31.365391733646963,25.424473445690573,1.4908155962995024,True,True,True
339,10.730838761783769,59.33325188304556,0.8875127074459274,True,True,True
340,11.877250567654322,8.94489199011836,1.2392524652729366,True,True,True
341,260.4757570653697,266.23106522196935,1.1265776821677117e-05,True,False,False
342,0.8274321845969805,15.54103547869938,0.276361083779822,True,False,False
343,34.86746107707697,29.588819983251376,1.6542798539455568,True,True,True
344,33.391665437117084,23.141849299748976,15.903830190821896,False,True,False
345,273.9338031514051,57.26792545362009,1.437133516976623,True,True,True
346,102.01330360554854,17.867540676158278,4.416811397638653,True,True,True
347,46.57902914653095,78.042730434593,5.523033142399834e-05,True,True,True
348,3.4440857470414104,17.614592486547945,26.881386130732505,False,True,False
349,204.32193224685145,94.26831677878936,0.7095305520616962,True,True,True
350,1.382478922622182,57.24143948433855,0.9478744229252436,True,False,False
351,93.35072115916692,21.144699011066017,17.554557008360156,False,True,False
352,10.68866748128684,83.43330625785907,0.1281361745202306,True,True,True
353,1.1072885266174597,20.40860484723973,40.50018580512784,False,False,False
354,10.837864190817472,54.11451181644643,0.2441204894042378,True,True,True
355,0.6289455103333306,114.26918662821592,7.379671597328866,True,False,False
356,12.32920821951585,35.990984505501785,0.3726055428377329,True,True,True
357,6.232948463787638,29.969861176724496,0.3081041749436184,True,True,True
358,1.2991029199321866,21.04050672566954,0.5276701589120558,True,False,False
359,2370.11372822962,12.5413967663279,8.878544886724294,True,False,False
360,38.72546158073191,16.807742920907778,556.0832275835228,False,True,False
361,9.06985141771567,58.070099733742765,35.22192891631941,False,True,False
362,1.686634497737136,11.886632999311075,77.30577978130204,False,True,False
363,23.717252630109822,43.55854407790067,0.2626583904044325,True,True,True
364,107.87461095869642,28.31635168071438,1.0342165054366552,True,True,True
365,1.6420626330430754,40.6064917225212,5.206469468855276e-06,True,False,False
366,3.926842561788032,75.24131760357258,1.3010572917852838,True,True,True
367,26.1009658622148,186.8783408464373,0.4179173970401125,True,False,False
368,26.144000254702146,29.97967273088685,0.3267907827463776,True,True,True
369,256.6067546926037,57.11130753981702,0.5137137738063521,True,True,True
370,21.78410920148247,22.21385665074436,0.957033180743184,True,True,True
371,280.6377072047226,23.85464662236392,6.901669805091229,True,True,True
372,309.13767516912696,18.293989491596808,2.4430379702529425e-07,True,True,True
373,32.44226257840589,20.5427471023821,1.3003537908917071e-06,True,True,True
374,13.21178753128894,36.919261788472944,5.681957639405069,True,True,True
375,1.3566115446547156,35.574104603405566,2.348568298302141,True,False,False
376,20.680121805491968,17.49502071151861,11.021919991043312,False,True,False
377,44.52755959247892,147.28289929451802,1.7311449932054774e-07,True,False,False
378,2.799544332572177,11.112699548464652,0.3762151136158538,True,True,True
379,17.488809243077394,43.27117685969856,0.4839232887363054,True,True,True
380,36.32200825232776,67.83876234380494,0.3250932681213033,True,True,True
381,2.312607670315429,94.48187691091184,1.337951391149823,True,False,False
382,0.8552341815096894,49.74590924665504,25.46178586226304,False,False,False
383,82.00499009402186,19.015721196009324,0.645216711912808,True,True,True
384,4.331817435929032,73.17797505623437,0.7694685528913559,True,True,True
385,0.912678718545676,27.32713876487911,0.8255069851178917,True,False,False
386,303.3440522726549,41.7797427799698,0.8927627236423514,True,True,True
387,21.048249664832007,25.33665565207511,36.49640068298165,False,True,False
388,8.1040222531862,70.75495063270648,2.317126096302292,True,True,True
389,2.308215580554617,32.06958919264519,4.8505293436312735,True,True,True
390,1134.1417906249378,20.41037188674188,0.6454034206189844,True,False,False
391,10.42262786505573,26.891148100485136,1.9295179672565343,True,True,True
392,21.29584896839142,40.25309104499541,0.9409831617273262,True,True,True
393,58.5008114471885,2114.2785186689093,1.0886160343083002,True,False,False
394,10.058526786689002,121.71272018194888,3023.172573447632,False,True,False
395,19.563419063261836,46.344168936761015,383.111678310718,False,True,False
396,7.492446401198086,15.162760912197722,0.9963324734742144,True,True,True
397,1.2493688496894744,47.418296803438686,1.1416686012670618,True,False,False
398,132.89185438364095,70.81444882368723,1.1853055498500529,True,True,True
399,29.473756675991453,62.34475203754009,183.6460640144072,False,True,False
400,111.26718897252654,25.751041964322496,1.2336858654237095,True,True,True
401,21.74678025800588,30.08561815063497,792.1493607620066,False,True,False
402,26.676319702523937,7.023765280863134,1.5004385925421126,True,True,True
403,14.839730039750702,20.00232933130896,1.91311722063195,True,True,True
404,36.73426999136267,61.71107053204892,1.5911453832087858,True,True,True
405,1.293961753077948,33.6464228869251,1.3528707874948565,True,False,False
406,11.589756927570368,109.37715007607152,0.358580138949277,True,True,True
407,8.903321690221693,102.93746381349392,0.3670024763272064,True,True,True
408,67.23119232768076,6.081986243211362,2.4854054677568995,True,True,True
409,5.15651650661237,27.663097319495,9.883867887274953,True,True,True
410,33.286566532962986,22.60516707317653,2.7515595936760007,True,True,True
411,122.51764500005224,16.871992154959603,0.1435437403183354,True,True,True
412,77.78802501109571,30.637539518168047,17.10900251829673,False,True,False
413,26.202829001039404,17.55488091487332,0.8221641680878695,True,True,True
414,9.614323766261178,16.611980643097578,546.1954672908681,False,True,False
415,1.0763490823387796,185.5778048641135,0.5576299549152918,True,False,False
416,19.204878984950124,62.75159527733166,1.2596812646392517,True,True,True
417,52.39257523354717,5.843595833261725,0.4769763392619736,True,True,True
418,101.69593657167616,19.087412212539533,9.596114072503555,True,True,True
419,0.5472717172923915,12.018110075147964,1.7757019571104968e-07,True,False,False
420,98.8783810589106,43.4009840792998,0.7605087834160051,True,True,True
421,22.91741846908113,28.43758322958298,62.346048602335046,False,True,False
